App_Running,Screen_On_Time_min,CPU_Usage_%,Battery_Temperature_C,Battery_Drop_Per_Hour,Network_Type,Brightness_Level_%,RAM_Usage_MB,Charging_State,Usage_Mode
Instagram,54.333981631606726,57.07090322523205,32.955290553793645,8.283641163205518,4G,94,2715.2274434891883,Charging,Music
WhatsApp,86.17693444515758,29.54445325849227,33.17408691853133,14.189114392551435,5G,54,1976.185930293897,Charging,Navigation
Instagram,82.18327644788523,35.74506584450397,32.483781723491596,16.176297835997158,WiFi,15,1285.2395732678153,Charging,Navigation
Facebook,97.56016422877663,34.11852931584906,40.23756818543814,12.59595406503796,WiFi,17,1737.131704847105,Charging,Gaming
WhatsApp,82.41874737397791,27.42474724448996,20.735282482001733,8.35481785986731,WiFi,54,2002.1581299464228,Not Charging,Social Media
Spotify,77.26126771326992,36.19257098551547,33.456612951626084,9.793685975721623,WiFi,42,2191.5636278795773,Charging,Music
Facebook,64.89969312687182,35.98025894146645,42.72492397691183,13.453107489249007,4G,5,2961.4767780875263,Not Charging,Browsing
TikTok,102.11516974656732,36.19634790348824,37.58615025138693,12.994439776778437,5G,43,2638.3467216652903,Not Charging,Social Media
PUBG,57.02049653198208,22.111502868553682,41.334236202835626,18.061300288927068,4G,31,3531.8351329752936,Charging,Browsing
Spotify,52.24001206759948,31.908132391210383,24.828755702445385,10.620448937989847,WiFi,40,1599.227603434,Not Charging,Browsing
TikTok,94.17638793470257,46.404828130247864,28.788753842654387,7.181197008122415,WiFi,36,2898.3806940891427,Charging,Browsing
Camera,46.671067233658626,32.302750529299395,37.57024070343234,24.88527164785016,5G,45,2725.21364640748,Charging,Gaming
Spotify,140.3697749664658,37.42672868901887,42.75315296628834,12.87244099743868,5G,19,2130.062706880457,Charging,Gaming
Camera,81.99983451397858,37.50555501089533,29.29381891577636,16.171313789447684,4G,35,1623.4203770073536,Charging,Music
WhatsApp,88.69765290812214,41.26092696100876,33.06119108646739,14.609241860129401,5G,10,1830.7124977566953,Not Charging,Gaming
TikTok,59.789504386915326,43.379763725207155,37.00732070933498,12.932872192804446,4G,93,1801.8662777395527,Not Charging,Music
PUBG,72.11837889396135,32.38774085376169,27.737508014561513,10.861281346284162,4G,56,3226.4006449124663,Charging,Gaming
Facebook,69.33107207794114,21.329970453618554,37.608456297904915,1.0,WiFi,86,2696.950274997448,Not Charging,Navigation
Maps,66.45412530828396,16.719270069876863,21.62157675481882,6.683893796010896,4G,26,2719.3937694193173,Not Charging,Music
Instagram,95.82404378774567,50.26529619104539,37.461197322324274,13.645596067086473,WiFi,35,2252.6041895803837,Not Charging,Navigation
YouTube,68.76059904436796,46.553756719565996,30.024575160560786,1.0,4G,77,2062.7223888892468,Charging,Navigation
PUBG,105.43753072710453,44.740470265062896,32.762014047417935,12.3580919635514,4G,50,2402.401479313168,Charging,Music
TikTok,146.57955875299558,47.1680529179401,38.25941973968484,15.306152554321617,5G,71,2261.479215755833,Charging,Social Media
Maps,72.61146899633627,32.57666024561167,37.236260777461254,16.166393085517164,5G,95,2142.3821820414005,Not Charging,Video Streaming
PUBG,83.8078878394156,25.626853733516747,34.960093978241474,14.99077623732353,WiFi,47,2420.0133253929853,Charging,Gaming
TikTok,89.4870514291377,20.29388885302943,39.84520275817675,16.791959758085568,5G,5,1560.4699953025483,Charging,Browsing
Chrome,125.28762031483791,18.65975005121751,26.49911993690588,20.028056916209387,4G,48,2360.2057154082504,Charging,Gaming
Chrome,77.93380537404528,53.182380328254965,36.02207185750707,17.48058967704592,WiFi,61,2133.520028667933,Charging,Browsing
Camera,59.27457700854093,27.60282716368777,31.049149345707587,12.984156994509652,WiFi,13,1771.2302446585038,Charging,Social Media
PUBG,48.341487359357394,50.822886038163304,39.59015734339993,11.326900726136238,WiFi,9,2584.3763604905357,Charging,Video Streaming
Chrome,78.55040131419415,32.196712544290236,38.4353353481806,12.573189372763455,4G,83,3277.1096134845775,Not Charging,Social Media
TikTok,68.79049452365294,24.856381876363642,38.61674109432003,10.622509241626405,5G,13,2966.8418269950353,Charging,Video Streaming
Camera,130.25023223250003,18.584528036747848,43.22690916353567,17.587903661228125,WiFi,49,2030.4310381521589,Not Charging,Music
TikTok,124.24656051692415,26.177684645183746,40.631737662174885,14.860501041504937,4G,96,2598.63848823434,Charging,Music
Camera,54.140679301910055,56.27358174359435,34.212893331132946,10.094617727766368,5G,81,2706.0320879136702,Not Charging,Browsing
PUBG,62.230997411270536,18.736848803302813,34.99366073256252,18.620438918060476,5G,28,2271.503057761067,Not Charging,Navigation
Maps,81.84425269717215,66.75120232219476,38.00469190355863,10.540605729826945,WiFi,78,2185.603117987536,Not Charging,Navigation
Facebook,114.93066056396907,22.390888587955345,35.680873373739146,7.271141769633612,4G,46,2406.255656707036,Charging,Browsing
Spotify,81.42532840927628,46.249249559768685,38.525866609548586,11.946287266746024,5G,26,3707.5473004390833,Charging,Music
Maps,63.81898405029884,32.82123058617517,23.848397876134857,7.879332581641389,4G,64,2354.3903748199386,Not Charging,Browsing
WhatsApp,78.52795475243188,30.191606262107218,44.40401759396658,16.68102868768627,5G,90,1439.547464653086,Not Charging,Navigation
TikTok,64.28787840259884,15.92868834312296,35.3051429177816,7.772839080975124,WiFi,41,1572.2241633884596,Charging,Browsing
WhatsApp,95.06193023598705,33.52410525873143,26.887673345537202,11.423151858945863,WiFi,43,2097.28504936484,Charging,Music
Maps,62.27415720838238,17.625710054509934,30.431033242082393,16.698537459727955,5G,88,1451.8696761766219,Charging,Social Media
Camera,67.23909868932583,9.776343503488395,24.353364744153886,8.438990207073283,4G,78,2120.4893656113377,Not Charging,Gaming
Spotify,109.0483453364024,36.79398017326174,29.548824599071246,14.055717666598216,5G,78,3535.1263986321455,Not Charging,Music
Spotify,60.7908763171482,25.46865339746367,34.28875785680107,7.1329232074777345,4G,94,1893.1404575124332,Not Charging,Browsing
YouTube,43.84679918599595,60.26522774187471,42.573573062472015,13.221915635985903,5G,93,1547.6299898833893,Not Charging,Music
Spotify,82.37484378390761,50.00032572639233,37.053372927099005,14.83623424428761,WiFi,57,2075.452973122192,Not Charging,Music
Facebook,70.9881648948851,60.46148272005155,36.16430305982288,11.789247341592661,4G,32,2137.6307403622855,Charging,Navigation
Spotify,92.78538752324884,24.78675643238152,29.32447739392144,12.167631437391595,WiFi,81,1606.7035586759516,Not Charging,Browsing
Maps,87.93679836827725,37.04206610196931,30.877573471732443,14.219929107802649,4G,19,1456.9808613237278,Not Charging,Navigation
YouTube,79.20203763391595,1.0,31.265361533139025,10.597457076877653,5G,64,3013.7506280191506,Charging,Browsing
Maps,78.4739143632501,30.77296428969914,31.469356939069474,16.447768155398137,WiFi,64,2500.4584211788997,Charging,Navigation
Maps,61.60353876692913,36.477475220370216,33.242315618756976,18.855705236710453,WiFi,10,1910.3559238747853,Charging,Navigation
Instagram,82.08367677483108,37.31072116552658,33.619944691417594,7.371076703681893,4G,56,1506.7571975294122,Not Charging,Social Media
YouTube,102.03211953581922,34.364473841874904,33.30460813186576,20.835297872288507,4G,16,1889.5350043470858,Charging,Music
Maps,55.6638314650131,35.99888857627502,31.643378848657587,10.48256120250782,4G,23,1464.378447587576,Not Charging,Social Media
Instagram,79.86506559096163,1.0,35.67526582906113,21.97172474859925,WiFi,79,1852.3106155016965,Charging,Navigation
Instagram,105.95971889336529,38.84332754122967,33.42792608316613,10.550414570680687,5G,6,3440.1448042632674,Not Charging,Social Media
YouTube,92.63560233041748,42.25159837895058,27.022163768888863,15.536892875709851,4G,59,2343.3127278919087,Not Charging,Music
WhatsApp,112.73682240876782,55.07038103943276,35.17190911128968,15.510053057647038,5G,19,1829.1903081588255,Charging,Music
Camera,65.79644175414164,40.53107088915396,34.416180011092116,10.063442308883237,4G,68,2607.721357116252,Not Charging,Navigation
Facebook,34.23078879012835,33.038943999301424,27.10186273722412,12.363136940897014,5G,73,1641.9740625546947,Charging,Music
Camera,85.01629509889217,51.57412883346458,32.04349276651731,19.199502781784055,4G,19,1956.6251189931484,Not Charging,Social Media
Spotify,89.06427037566213,1.0,37.985362805056795,10.389087751189969,5G,47,1087.4971324725082,Not Charging,Video Streaming
Facebook,114.21054886181687,27.275772040592845,29.317750306696478,9.912269668727062,WiFi,78,2964.4414290196305,Not Charging,Music
Spotify,109.7036433676746,23.51285029911933,28.789104651357533,6.232663994069425,4G,21,2078.9623612231735,Charging,Social Media
Maps,93.41859057531154,34.48217300253033,33.3755818900413,19.837761100524656,4G,28,1708.7413051327467,Not Charging,Social Media
TikTok,99.13475535426085,2.0196078165625266,38.11466134905982,9.596117192476981,WiFi,78,2589.6944536133788,Charging,Social Media
YouTube,75.20446354483403,54.79453493365578,44.05163795361348,17.999901089739723,4G,34,1571.3670097979984,Not Charging,Music
Facebook,49.52213471701958,31.25285150473631,38.29467677426842,8.993225914645123,4G,71,1607.8392318335518,Not Charging,Video Streaming
Facebook,82.94303043452275,39.781950367384006,40.42413870078054,17.84292307597707,WiFi,55,1972.5712113554225,Charging,Navigation
Maps,104.56433659069444,38.346368375898415,36.73348814250832,16.03321558361375,WiFi,64,1481.4892815314895,Charging,Navigation
WhatsApp,96.40902174571372,53.937348423154255,31.574420101786348,10.857840394668209,5G,7,1807.9307956899033,Not Charging,Music
Instagram,100.84518347898411,7.07074797688929,38.25855538298456,8.328620143552902,WiFi,9,2081.105452814722,Not Charging,Music
Maps,69.3061078238312,36.68481748204719,34.571959755359394,8.734847122709727,WiFi,32,2135.2751707543084,Not Charging,Gaming
Chrome,73.3613290495394,52.19267391057291,36.885169189140065,8.671000649491148,4G,82,1405.2192913147614,Not Charging,Browsing
Instagram,92.08563720286509,33.53020329918963,30.269850868245193,17.3259159006182,WiFi,15,2053.4020935925064,Not Charging,Video Streaming
YouTube,66.33731513728114,20.730959102925475,37.33222900419903,12.80115182306703,4G,76,2548.4003922065435,Not Charging,Social Media
Instagram,67.10707325167495,25.941648265163213,34.397459016170515,6.424387837456482,WiFi,76,2648.4618043238643,Charging,Browsing
WhatsApp,87.44955590943628,29.105869972903932,36.15628873592042,10.739332944994601,WiFi,80,1901.4839310242628,Not Charging,Social Media
Instagram,99.0226185789227,24.184249557155162,34.57463412587434,11.344899490298586,5G,19,2086.696428042446,Charging,Browsing
YouTube,75.01178316676479,32.70783324398961,33.61398442329158,1.305055531931309,WiFi,87,2051.3081196899493,Not Charging,Navigation
WhatsApp,50.92026347365903,57.623711047775025,37.42345389809204,11.017435427869154,WiFi,52,1364.9826318211512,Not Charging,Browsing
Camera,61.60490212392925,26.03952851693776,32.96954435554218,15.615964880143668,4G,50,1875.9048561926772,Charging,Music
Facebook,85.09180212232745,27.684890385815013,27.056559348112053,11.311860588712795,4G,32,2677.736978266056,Not Charging,Video Streaming
Facebook,84.78802409664912,41.8967087607547,25.630149621587773,13.27203439373326,5G,11,2687.2688753096672,Not Charging,Navigation
Spotify,86.0309534413837,32.37769454054186,35.92208284713489,14.422565653863861,WiFi,75,2447.13524633049,Charging,Browsing
Camera,93.03238226489391,15.062222999826762,32.76391092635572,10.286988796144637,4G,98,603.2705611367721,Not Charging,Video Streaming
Camera,80.14526396356125,34.08217343331468,26.35450411283975,15.65377330580196,WiFi,86,1731.0923899218403,Charging,Music
Instagram,86.6264011210078,33.51662851404612,35.5326748352689,19.2874214891585,5G,92,2480.556660408568,Not Charging,Social Media
Facebook,78.87432942927833,49.6351751815723,34.5306272251332,4.380706812762976,4G,10,3227.4355710090617,Not Charging,Gaming
YouTube,108.71833707323597,20.41771402696008,32.50193203388634,10.275751237967299,4G,62,2191.2639498284943,Charging,Video Streaming
PUBG,115.80855078043754,49.73479224133165,36.23404659090426,23.648087417268563,5G,72,2257.523744116317,Charging,Social Media
PUBG,50.27471794049914,33.53253781850085,41.57547005053902,12.852826916039998,WiFi,59,2132.108959413381,Not Charging,Video Streaming
WhatsApp,73.61870144744367,18.380874936275063,41.422953593425696,11.825740247544974,4G,71,1416.0844649382916,Charging,Video Streaming
Facebook,80.8181122885177,15.368325318846068,35.718823215542926,10.709787848889677,4G,53,2411.1558459734065,Charging,Video Streaming
Facebook,73.32713219964198,64.01582791862795,34.576447835685734,18.372175721364094,5G,55,1287.191411625346,Charging,Music
PUBG,124.82306478327183,32.6012596574684,35.788676038058405,7.305034018854161,5G,63,2148.8551264949924,Not Charging,Navigation
Facebook,85.59888195224336,49.04756175095732,36.54503466387174,16.630872633425685,5G,10,2253.4298691423746,Charging,Video Streaming
Instagram,59.865704323741404,9.378209080878054,33.65850911470972,10.616244846108733,WiFi,94,2229.5789653956444,Charging,Music
Chrome,94.91105848901678,74.56542331945852,35.87271529976551,8.250785386459075,WiFi,55,1420.9557046637005,Charging,Gaming
TikTok,86.77436347115481,48.398669425506924,27.13185214479101,10.844486746654233,WiFi,42,1774.5840082943162,Charging,Navigation
Camera,87.60482298883554,31.168396787671863,35.40674441673382,11.768097570489637,5G,15,2613.241603860752,Charging,Music
Spotify,125.19690396997976,30.40751213216735,37.384067975123024,9.511281872885826,4G,56,2243.7146920911705,Not Charging,Gaming
WhatsApp,88.76962939387023,46.018971924544935,32.55079028996797,17.563862589075278,WiFi,97,1778.5156251697529,Not Charging,Navigation
Chrome,72.4084619031501,45.157725300875704,34.522636778569506,8.289579525386117,5G,24,1557.3201616998797,Not Charging,Music
PUBG,31.118089342247472,37.73793920596158,29.442473096494382,12.700374239799137,WiFi,14,2681.6861500136793,Not Charging,Gaming
Camera,75.8650245464122,35.16318137303346,28.748432085203433,14.68716295694015,4G,30,2220.617794763002,Not Charging,Music
Facebook,112.64924793317972,43.41600626038875,36.054075389795955,12.648615243416867,4G,52,1521.5449863135923,Charging,Gaming
Spotify,77.72077201109532,8.874446703797343,31.35218492131192,15.861149667416457,5G,95,2086.8093874456895,Charging,Video Streaming
Facebook,23.99875253701242,29.430879310786203,26.115871692119875,9.832179836182254,4G,18,1716.335395946584,Not Charging,Video Streaming
YouTube,67.54094019518884,10.297042125607309,29.44110850432779,15.113135199061606,5G,63,2380.827804947902,Charging,Navigation
YouTube,104.8172134728198,44.06888517053757,30.168104531039656,15.261141000583473,5G,16,2952.171263340276,Charging,Gaming
Spotify,93.64542936405039,24.862790434500212,38.87290248865871,16.840600386203093,5G,27,1551.496287757625,Charging,Video Streaming
Spotify,59.00297758723161,11.426328819812333,35.89557005684234,2.571710258695049,5G,89,2294.304515466449,Not Charging,Navigation
PUBG,65.86788059002295,23.093202139715455,30.6419890092135,14.545230693370335,4G,76,2283.390705124693,Charging,Social Media
Spotify,69.73228352243959,37.240343021986774,32.0611704751442,16.50634884780807,4G,43,913.2861849937926,Charging,Video Streaming
Instagram,63.432155703426744,31.921574261662848,41.56042208053613,9.942706846047564,4G,13,2699.569850068885,Not Charging,Video Streaming
Facebook,29.258153306510444,17.4026516145084,39.68051217598475,9.260892878783892,4G,92,3459.368543385507,Not Charging,Browsing
Chrome,99.0897775154964,9.42697097404076,29.40969786009086,8.493111973887721,5G,99,2282.821813119363,Charging,Music
Maps,111.42649891722732,36.108991805457535,40.817629298131635,6.839971718338132,5G,29,3015.772003589895,Charging,Social Media
Spotify,42.038776400881495,26.288478398743088,34.59685595775095,15.328800270039011,4G,21,1447.2633772516974,Not Charging,Gaming
WhatsApp,111.09632331465787,31.128789352039238,38.99805813028122,23.409514582570857,WiFi,46,1768.7414626276186,Not Charging,Navigation
YouTube,77.4244199650696,32.604722187675506,34.183460224992466,9.21989988920932,WiFi,33,2242.745940643749,Charging,Social Media
Instagram,110.62830870419685,41.45098530762978,40.929145993710875,9.667257768975045,WiFi,64,1687.7919640670211,Charging,Gaming
Camera,80.94876090726115,47.7041975265487,29.201896942301005,12.076982684389476,4G,71,2222.85874362742,Not Charging,Video Streaming
Maps,83.38861480396575,37.19763801437664,33.72274784309242,3.9901249381516024,5G,89,2802.0248231537553,Charging,Browsing
Chrome,89.31086617455531,30.193061753605342,41.08229888949558,8.522258327540634,5G,61,1670.1611345453402,Not Charging,Navigation
Maps,60.248341871618045,35.37145307143704,23.036959259013685,11.715171598683668,WiFi,76,2828.5116359274825,Not Charging,Navigation
Spotify,109.86685360820054,29.91144549110568,34.76969297937767,7.530358384995418,WiFi,18,1046.0237673323352,Not Charging,Social Media
PUBG,51.96548404813038,10.361699695503184,33.03226840063406,17.98720688274834,5G,43,1858.74088871985,Charging,Music
YouTube,69.94833138708323,51.37919256934363,38.42330615271872,5.530913174660536,WiFi,20,2081.840693633587,Charging,Gaming
YouTube,93.10661694107922,48.55158293731706,40.34956717705486,16.505026621010575,WiFi,22,1643.8252206039265,Not Charging,Browsing
Camera,67.2701189878634,64.82500990370895,38.65141909653482,19.342511359427,5G,99,1867.1119290416768,Not Charging,Browsing
PUBG,99.43828102037361,69.20748959716411,36.20500126698623,13.908623724234133,WiFi,79,3037.6868974401723,Not Charging,Social Media
Facebook,114.3966543295989,17.359698016208593,35.202822740476805,11.312747215220114,WiFi,24,2943.959142899377,Not Charging,Music
TikTok,105.31365002634593,29.969001194317574,33.28644689260051,13.231409064862492,4G,50,2632.020556900702,Charging,Music
Instagram,31.597117158034465,72.67309395305213,36.04986310762315,9.79718233030053,WiFi,49,2824.727419980113,Not Charging,Music
YouTube,83.14617424048393,34.39174076626648,42.29827414792754,1.8196590076210342,4G,8,1827.7777478388348,Not Charging,Navigation
WhatsApp,105.7170652674098,38.66316353820128,30.847438508612292,7.103738334978164,5G,88,1466.295744741792,Not Charging,Gaming
YouTube,47.08127882944858,12.18305072458131,32.98959262437963,11.94410442261059,4G,99,1715.439491216483,Charging,Gaming
Maps,98.09026468072187,37.25432947365161,34.62245013716596,7.296565575147425,5G,24,1804.5893226176197,Not Charging,Social Media
YouTube,96.6865195409828,63.97910562138634,40.00466339597834,9.934385571153435,4G,15,1834.291019843551,Not Charging,Video Streaming
YouTube,49.697752701543365,54.29938715155292,36.11651169776103,14.39589579705747,4G,69,2516.883274976013,Not Charging,Social Media
TikTok,100.85581664350403,25.85023067722185,39.917409477725954,12.725120862362468,4G,22,2393.9067277097233,Not Charging,Gaming
TikTok,86.81744483824838,29.055254501473755,40.170549952518,17.292373860594818,WiFi,43,2094.6028408061643,Not Charging,Navigation
Chrome,96.25954471803172,18.03649561258605,37.9601841290999,13.470837690008011,WiFi,48,2131.553413953791,Charging,Social Media
Facebook,55.842190355871686,22.23255289625441,29.680031917172233,13.764853748614339,WiFi,22,2856.9533690814405,Charging,Video Streaming
WhatsApp,83.75340290928462,6.346821068202953,43.30546955948357,8.438553570968601,WiFi,51,1424.9062245397365,Charging,Browsing
YouTube,37.378036146691905,33.72770488010386,42.06190335546351,5.34446950629302,WiFi,35,2673.803840209424,Not Charging,Social Media
YouTube,23.075219811673726,57.651660198956165,35.317700252511685,9.935389274947346,4G,43,933.2234798769252,Not Charging,Music
Instagram,83.52071066319375,40.33147886140624,28.091148787582227,8.364075586735655,WiFi,42,1860.4626023886444,Charging,Video Streaming
TikTok,107.51494016903276,55.493584849485984,27.197509210628215,11.166161845627572,5G,83,3106.3520648845342,Not Charging,Music
WhatsApp,86.323420356627,51.09874101388998,36.27157813276855,6.669808185573032,4G,51,2380.505135389684,Charging,Navigation
Camera,78.41384840139635,26.797878656410578,31.49124778934607,16.212443686175696,4G,74,1920.0149769132615,Not Charging,Gaming
Chrome,75.31164699862816,23.60740007890327,26.41405433319811,8.345625367432447,5G,12,2749.1922140640145,Charging,Social Media
Facebook,56.435865213923364,24.182231647228164,27.103171503184992,10.181154893134249,WiFi,90,2557.062446052011,Charging,Social Media
PUBG,74.45347740511734,9.244070773369266,32.650087133349956,11.89903948513117,5G,69,2532.7689012717683,Not Charging,Music
Facebook,90.54211170661111,35.48495349193362,35.97464786905489,17.615884733008414,4G,17,2079.1844967407415,Not Charging,Music
Maps,69.11944417998428,1.0,42.02856525507914,20.793464184774315,4G,59,2775.967029833585,Charging,Gaming
YouTube,98.76467134589441,43.87123263929579,37.42110387173421,21.137209705568974,4G,92,1813.6590127164404,Charging,Social Media
Chrome,84.89937584661507,36.07821403578312,33.09297734764293,5.591021898242958,5G,89,1785.2895575886726,Not Charging,Gaming
Maps,87.92448544433516,42.0715979974226,36.899747788363996,10.134297618975015,WiFi,47,3324.567792182951,Charging,Music
WhatsApp,102.21656883877401,50.85524424422203,36.45283792794329,9.183067747738487,4G,8,1900.0501872983089,Not Charging,Browsing
PUBG,66.83111418362523,37.9819188250828,38.6977260359797,13.851545638628044,WiFi,75,980.893242171184,Charging,Music
TikTok,96.48451465467379,59.47357606482134,34.80028943208068,13.546413016067966,4G,64,2837.49715812811,Not Charging,Video Streaming
Chrome,70.33808206870064,44.32918716428315,40.180988755060554,9.084990758170019,WiFi,16,3016.7813147145926,Not Charging,Music
Chrome,88.487862095471,23.643097297759248,39.12225900113742,8.690317956183122,5G,63,2058.549818171049,Not Charging,Music
YouTube,63.85571623408579,31.434334367811815,35.41350001819285,7.012831306241262,4G,81,943.3599857759764,Charging,Browsing
Spotify,57.232404423381695,1.0806345987479489,34.40387821867048,1.0,4G,58,2166.8692541962773,Not Charging,Gaming
Chrome,82.29661864121235,21.46714339291751,39.59874239495213,5.509177332336319,4G,48,3443.3806728560517,Not Charging,Video Streaming
Instagram,32.86999869947207,29.28505391099914,31.432628409464808,16.333873325923065,5G,20,2321.53547017594,Not Charging,Video Streaming
PUBG,72.59331391227795,43.19410414336499,27.46693585428303,19.32352241870623,5G,10,2661.614824928586,Charging,Social Media
PUBG,39.84057485977049,23.744584571872835,27.438510041580024,18.73928793631245,WiFi,18,2696.087224184149,Not Charging,Browsing
Instagram,99.4808508578402,16.30603979098354,31.018127624552456,16.546169710914853,5G,62,2782.776087641626,Not Charging,Navigation
Camera,106.25276490272286,6.68702145487811,38.29826149388625,6.940290267425374,4G,35,3317.5179711251626,Not Charging,Social Media
Instagram,58.40121946447985,26.053737221100228,32.886005726950685,6.093887761958088,WiFi,45,2848.0726022834833,Not Charging,Social Media
Instagram,90.70782406183741,64.26277703551895,36.02258001405613,2.9448842855900423,5G,39,2151.5697986924342,Not Charging,Social Media
PUBG,102.4783928421873,39.06660552345549,32.523519645594654,9.084014210581397,WiFi,14,1530.4754589704642,Charging,Video Streaming
Facebook,102.56173056254458,49.093691185327685,32.56321317008017,12.435531096529855,WiFi,85,2457.8285673475434,Not Charging,Gaming
PUBG,85.36127084929103,21.49918651003626,29.87268162744423,6.961078640411579,WiFi,34,2083.9287656493843,Not Charging,Music
Spotify,98.35761688903742,11.39825359846672,34.54052187292156,14.15544036818551,4G,48,2630.0718244386667,Charging,Video Streaming
YouTube,63.76671720199015,16.68383803867899,34.12418132110522,15.259288847578006,4G,59,1682.2778142724333,Charging,Music
Maps,82.078061641417,33.54303336263544,37.06332511590911,9.627547776258139,5G,75,2019.6327180548146,Charging,Music
Facebook,68.3224148302306,5.088067347811151,36.43848803505859,5.299911360382239,4G,22,2206.695814439253,Charging,Navigation
TikTok,61.655300655365906,19.90114375385344,34.01426309520794,18.904632819006487,WiFi,87,1636.4753527778325,Not Charging,Social Media
Maps,80.90158478674068,26.204589710430596,27.469555774699124,12.17571112310436,WiFi,83,2223.9162410460144,Charging,Navigation
YouTube,88.68825940395186,15.186120409050485,40.35289733789139,21.706030041329612,4G,90,2672.11348148962,Not Charging,Social Media
Spotify,109.08771919887468,3.14475474012756,34.57477830480988,12.461895746960343,WiFi,43,3346.0830423385023,Charging,Video Streaming
Spotify,86.62888818247218,39.344805473146366,35.39821344946948,12.81106458623112,4G,46,1758.8141120889488,Charging,Music
TikTok,96.04826337403878,35.688071673268475,43.00247532905529,7.177515900051989,WiFi,58,2743.4955896902243,Not Charging,Navigation
Facebook,96.33207933123845,46.68544801445194,39.54111063297975,9.8822833330461,5G,34,1013.1901173739427,Charging,Browsing
Camera,147.18835914242402,18.343613761213362,37.232245994083655,4.205986152910412,5G,24,2195.4762749280058,Charging,Video Streaming
